"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"1776","Singapore",1996,1413601,0.000108234218849591,1409501,6.24334427574014e-05,2823101,8.50128989363115e-05
"1777","Singapore",1997,1440001,0.000136805460551764,1440001,7.49999479167028e-05,2880001,0.000105555518904334
"1778","Singapore",1998,1467901,0.00013693021532106,1472301,8.76179531223575e-05,2940201,0.000111897111796098
"1779","Singapore",1999,1494601,0.000125786079361649,1502501,6.05656834837381e-05,2997101,9.2756300171399e-05
"1780","Singapore",2000,1517701,0.000135072718539422,1529901,6.92855289329179e-05,3047601,0.00010171935236929
"1781","Singapore",2001,1543201,0.000123768711917631,1559801,7.43684611049743e-05,3103001,9.86142124994481e-05
"1782","Singapore",2002,1571601,0.000122804706792627,1593601,8.15762540309651e-05,3165201,0.000101731296053552
"1783","Singapore",2003,1600001,0.000126249921093799,1626201,7.37916161655294e-05,3226201,9.94978304203613e-05
"1784","Singapore",2004,1624101,0.000126839402229295,1657301,7.90441808699808e-05,3281401,0.000102395287866372
"1785","Singapore",2005,1654401,0.000145672058950641,1688001,7.10900052784329e-05,3342401,0.000107707004635291
"1786","Singapore",2006,1686801,0.00013753845296511,1725101,8.23140210341308e-05,3411901,0.000109323218932788
"1787","Singapore",2007,1676501,0.000118103120725845,1713101,7.70532502170041e-05,3389601,9.7061571553702e-05
"1788","Singapore",2008,1703901,0.000122072819958437,1745001,6.47564098817135e-05,3448901,9.27831793374179e-05
"1789","Singapore",2009,1744001,0.000135321023325101,1792101,6.41704903908876e-05,3536101,9.89790732787327e-05
"1790","Singapore",2010,1762001,0.000112372240424381,1814801,5.51024602697486e-05,3576801,8.30350919718486e-05
"1791","Singapore",2011,1772001,0.000111738085926588,1828901,6.1238962633844e-05,3600901,8.58118565325734e-05
"1792","Singapore",2012,1785301,0.000136671631282344,1846301,8.12435242140908e-05,3631601,0.000108216734162151
"1793","Singapore",2013,1797985,0.000136819828863978,1863473,6.06394619079536e-05,3661457,9.77752845383682e-05
"1794","Singapore",2014,1809883,0.000138682997740738,1879489,5.63983082635759e-05,3689371,9.64934131048355e-05
"1795","Singapore",2015,1822777,0.000120146348127061,1896340,5.90611388253161e-05,3719116,8.87307629017218e-05
"1796","Slovenia",1995,910101,0.000479067707869786,973901,0.000133483793527268,1884001,0.000299893683708236
"1797","Slovenia",1996,918601,0.000507293155570264,974501,0.000146741768351187,1893101,0.000321166171271369
"1798","Slovenia",1997,909901,0.000520935794113865,974001,0.00012422985192007,1883901,0.000315303192683692
"1799","Slovenia",1998,907901,0.000526489121611277,972401,0.000139859996030444,1880301,0.000326011633243826
"1800","Slovenia",1999,910101,0.000498845732506612,974301,0.000141640006527757,1884401,0.000313627513464491
"1801","Slovenia",2000,911081,0.000476357206439384,975404,0.000159933730023662,1886484,0.000312221041895929
"1802","Slovenia",2001,926986,0.000496231874052035,974346,0.00012623852307086,1901331,0.000306101357417514
"1803","Slovenia",2002,929839,0.000466747469185526,976287,0.000110623208134493,1906125,0.000283821889959997
"1804","Slovenia",2003,931369,0.000473496541113136,976222,0.000125995931253342,1907590,0.00029513679564267
"1805","Slovenia",2004,931238,0.000398394395417713,976626,0.000146422479024724,1907863,0.000268887231420705
"1806","Slovenia",2005,934225,0.000419599132971179,977594,0.000115589907466699,1911818,0.000263623420220962
"1807","Slovenia",2006,939638,0.000442723687207201,978934,0.000117474722504275,1918571,0.000276247269452108
"1808","Slovenia",2007,947875,0.000354477119873401,979459,0.000102097178136093,1927333,0.000225700488706415
"1809","Slovenia",2008,963318,0.000337375612206976,980442,8.66955923960826e-05,1943759,0.000210417032152649
"1810","Slovenia",2009,960345,0.000365493650719273,981694,9.98274411374624e-05,1942038,0.000230685496370308
"1811","Slovenia",2010,961036,0.000350663242584045,983740,8.03057718502856e-05,1944775,0.000213392294738466
"1812","Slovenia",2011,959940,0.000362522657666104,984623,9.03899258904169e-05,1944562,0.000224215016029317
"1813","Slovenia",2012,960739,0.000375752415588417,985251,8.22125529433616e-05,1945989,0.000226619986032809
"1814","Slovenia",2013,962622,0.000375017400391846,985656,8.82660887774234e-05,1948277,0.00022943349431318
"1815","Slovenia",2014,964843,0.000337878805152755,986945,6.48465719974264e-05,1951787,0.00019930453476737
"1816","Slovenia",2015,966750,0.000344453064391001,987884,9.21160784059667e-05,1954633,0.000216408911545032
"1817","South Africa",1996,18477598,6.16963308759071e-06,19296056,1.60654591798448e-06,37773653,3.81218093997951e-06
"1818","South Africa",1997,18841691,4.40512478418206e-06,19686468,1.16831521022461e-06,38528158,2.72527952153851e-06
"1819","South Africa",1998,19184267,7.19339446224346e-06,20048203,2.19471041868441e-06,39232469,4.61352559789189e-06
"1820","South Africa",1999,19514006,1.12739536925427e-05,20393556,2.99114092706539e-06,39907561,7.01621429583231e-06
"1821","South Africa",2000,19837118,1.0586215195171e-05,20731443,2.84591863672972e-06,40568560,6.60610088206237e-06
"1822","South Africa",2001,20139031,1.55419592928776e-05,21046570,3.46849866747883e-06,41185600,9.34792743094674e-06
"1823","South Africa",2002,20442043,9.29457001924905e-06,21361827,2.24699881709556e-06,41803869,5.66933170707238e-06
"1824","South Africa",2003,20742177,9.35292375530302e-06,21673134,2.95296471659336e-06,42415310,6.05913289328782e-06
"1825","South Africa",2004,21032679,1.40257929101661e-05,21973197,4.09589919937458e-06,43005875,8.92901260583583e-06
"1826","South Africa",2005,21308844,1.68005359652546e-05,22257265,4.58277331019782e-06,43566108,1.05357127609379e-05
"1827","South Africa",2006,21561708,1.93862193106409e-05,22517351,4.35219933286113e-06,44079058,1.16835527655786e-05
"1828","South Africa",2007,21808210,1.4398247265594e-05,22769227,4.61148724987458e-06,44577436,9.37694128482401e-06
"1829","South Africa",2008,21018345,1.65093873946783e-05,22662243,4.23612084646696e-06,43680587,1.01189116345895e-05
"1830","South Africa",2009,22318106,1.25906741369541e-05,23288944,3.99331116086672e-06,45607049,8.17856029229166e-06
"1831","South Africa",2010,22599094,1.32748684526911e-05,23577108,4.02933218102916e-06,46176201,8.53253389121379e-06
"1832","South Africa",2011,22909422,1.23966462357715e-05,23897319,3.18027306745162e-06,46806740,7.66983558350785e-06
"1833","South Africa",2012,23242579,1.60911575260215e-05,24241679,4.74389583328779e-06,47484257,1.02770903628122e-05
"1834","South Africa",2013,23590031,1.98388887238003e-05,24602670,4.9181653861146e-06,48192700,1.22010179965015e-05
"1835","South Africa",2014,23941344,1.92136247655938e-05,24970787,4.88570904873763e-06,48912130,1.18784440587642e-05
"1836","South Africa",2015,24288708,1.55627874483896e-05,25338754,4.18331540690596e-06,49627461,9.73251482682138e-06
"1837","Spain",1985,17617001,0.000103876931153038,18380001,3.73231753360623e-05,35997001,6.98669314146476e-05
"1838","Spain",1986,17733601,0.000114641126751414,18489401,3.91575692473758e-05,36223001,7.60842537590963e-05
"1839","Spain",1987,17813001,0.00011328804169494,18612701,4.23366818174321e-05,36425701,7.70060677761562e-05
"1840","Spain",1988,17900901,0.000120161549410278,18696401,4.33773323539648e-05,36597301,8.09076057275371e-05
"1841","Spain",1989,17974401,0.00012317517562894,18766001,4.12980900938884e-05,36740401,8.13273649354018e-05
"1842","Spain",1990,18036401,0.000118427174024352,18825001,4.27622819249784e-05,36861401,7.97582273120872e-05
"1843","Spain",1991,18086101,0.000118322904422573,18872001,4.122509319494e-05,36958101,7.89272154432394e-05
"1844","Spain",1992,18065101,0.000116523013073661,18935801,3.60692425950188e-05,37000901,7.53224901199028e-05
"1845","Spain",1993,18126401,0.000126004053424615,18995701,3.97458351234313e-05,37122101,8.18380403630711e-05
"1846","Spain",1994,18162101,0.000133795093420084,19041001,3.90210577689692e-05,37203101,8.52617097698388e-05
"1847","Spain",1995,18192001,0.000132420837048107,19083301,3.93013766329001e-05,37275301,8.47209791813619e-05
"1848","Spain",1996,18218601,0.000134587721636804,19122601,4.54959029893475e-05,37341201,8.89366145454186e-05
"1849","Spain",1997,18244501,0.000138507487817836,19160501,4.42577153906362e-05,37405001,9.02018422616805e-05
"1850","Spain",1998,18265301,0.000136871546765093,19193601,3.97528322069423e-05,37458901,8.70821063330181e-05
"1851","Spain",1999,18438001,0.000130816784314091,19351272,4.18577135394511e-05,37789272,8.52358309522343e-05
"1852","Spain",2000,18717442,0.000137625643504064,19602556,4.18312795535439e-05,38319997,8.85960403389384e-05
"1853","Spain",2001,18924395,0.000128458531963637,19789111,3.84049591717384e-05,38713505,8.24001856716409e-05
"1854","Spain",2002,19252422,0.000132762516840738,20088191,4.07204411786009e-05,39340612,8.57383713298614e-05
"1855","Spain",2003,19568933,0.000135469828630922,20378625,4.06798790399254e-05,39947557,8.70891804472549e-05
"1856","Spain",2004,19889175,0.000133338863980029,20666650,4.15161625130343e-05,40555824,8.65227149619744e-05
"1857","Spain",2005,20234115,0.000127062636542295,20961366,3.95966560576253e-05,41195480,8.25333264717391e-05
"1858","Spain",2006,20562377,0.000122213497009611,21246473,3.46410437158205e-05,41808849,7.76869030764277e-05
"1859","Spain",2007,20957794,0.000117569625887152,21589535,3.71476273111023e-05,42547328,7.67380738926778e-05
"1860","Spain",2008,21280748,0.000125794450458226,21918738,3.567723652703e-05,43199485,8.0047250563288e-05
"1861","Spain",2009,21415809,0.000124534170061005,22074279,3.46104169472534e-05,43490087,7.88685476761635e-05
"1862","Spain",2010,21422178,0.000115254387298995,22173180,3.11637753357886e-05,43595357,7.24618449620679e-05
"1863","Spain",2011,21405060,0.000113804866699743,22237513,3.35469168697057e-05,43642572,7.28875465909754e-05
"1864","Spain",2012,21792477,0.000125043151359068,22526384,3.6224189377221e-05,44318860,7.98757007738917e-05
"1865","Spain",2013,21713414,0.000134202755955374,22514213,4.26841480090821e-05,44227626,8.75923116470235e-05
"1866","Spain",2014,21663334,0.000135667021521249,22509439,4.32707363342107e-05,44172772,8.85613427203527e-05
"1867","Spain",2015,21654750,0.000123852734388529,22531780,4.10087440938976e-05,44186529,8.15859512296157e-05
"1868","Sri Lanka",1985,7061001,0.000557852916321638,6796001,0.000254708614669127,13857001,0.000409107280861133
"1869","Sri Lanka",1986,7184601,0.000536564243442329,6916801,0.000215706653986431,14101401,0.000379111267029425
"1870","Sri Lanka",1996,8344304,0.000446891676046319,8310125,0.000140912441148599,16654428,0.000294156004637325
"1871","Sri Lanka",1997,8393350,0.000523152257441903,8382061,0.000178714996228255,16775410,0.000350989931095574
"1872","Sri Lanka",1998,8441311,0.000498382301043049,8456382,0.000155267347194107,16897692,0.000326612652189423
"1873","Sri Lanka",1999,8487604,0.000503322256787664,8532685,0.000158097949238721,17020288,0.00033019417767784
"1874","Sri Lanka",2000,8530767,0.000464202105156547,8609577,0.000150297744012278,17140343,0.000306469946371552
"1875","Sri Lanka",2001,8573841,0.000417899048979331,8693122,0.000116068772530743,17266962,0.000265883483151234
"1876","Sri Lanka",2002,8616738,0.000402240383773999,8779219,0.000104565109948846,17395956,0.000251955109566844
"1877","Sri Lanka",2003,8658185,0.000408168686624275,8866413,0.000105454144759555,17524597,0.000254955934222054
"1878","Sri Lanka",2006,8767633,0.000355626199226177,9123927,9.85321342443884e-05,17891559,0.00022446339080904
"1879","Suriname",1985,158801,0.00037153418429355,163901,0.000140328613004192,322701,0.00025100634953099
"1880","Suriname",1986,165523,0.000187285150704132,160773,8.08593482736529e-05,326295,0.000131782589374646
"1881","Suriname",1987,168380,0.000243496852357762,163635,7.94451064869985e-05,332014,0.000159631822754462
"1882","Suriname",1988,172189,0.000191649873104554,167424,0.000107511467889908,339612,0.000147226835329729
"1883","Suriname",1989,176256,0.000238289760348584,171469,7.5815453522211e-05,347724,0.000155295579252511
"1884","Suriname",1990,172001,0.000133720152789809,176701,2.82963876831484e-05,348701,7.743023392534e-05
"1885","Suriname",1991,184007,0.000195644730906976,179074,0.000128438522621933,363080,0.000159744408945687
"1886","Suriname",1992,187604,0.000191893563037035,182592,7.66736768314055e-05,370195,0.000132362673726009
"1887","Suriname",1995,197074,0.000218192151171641,192342,7.27870147965603e-05,389415,0.000143805451767395
"1888","Suriname",1996,200105,8.99527747932336e-05,195702,2.55490490643938e-05,395806,5.55827855060307e-05
"1889","Suriname",1997,202861,0.000108448642173705,198955,6.03151466412003e-05,401815,8.21273471622513e-05
"1890","Suriname",1998,205486,0.00010706325491761,202122,4.45275625612254e-05,407607,7.36003061772737e-05
"1891","Suriname",1999,208094,0.000168193220371563,205211,7.79685299520981e-05,413304,0.000120976327352264
"1892","Suriname",2000,210749,0.000185054258857693,208254,7.20274280445994e-05,419002,0.000126491043002181
"1893","Suriname",2001,213252,0.000267289404085308,211265,8.04676591011289e-05,424516,0.000171960538589829
"1894","Suriname",2002,216000,0.000226851851851852,214178,0.000102718299731999,430177,0.000162723716051765
"1895","Suriname",2003,218901,0.000269528234224604,217047,9.21459407409455e-05,435947,0.000178920832119501
"1896","Suriname",2004,221817,0.000225411037026017,219902,8.64021245827687e-05,441718,0.000153944371748491
"1897","Suriname",2005,224666,0.000271514158795723,222781,5.83532707008228e-05,447446,0.000163148178774645
"1898","Suriname",2006,227593,0.000373473700860747,225702,0.000128488006309204,453294,0.000249286335137902
"1899","Suriname",2007,230438,0.000381881460523004,228650,0.000144325388147824,459087,0.000261388364296963
"1900","Suriname",2008,233193,0.000488865446218368,231598,0.000151123930258465,464790,0.000318423373996859
"1901","Suriname",2009,235926,0.000423861719352678,234524,0.000140710545615801,470449,0.000280583017500303
"1902","Suriname",2010,238653,0.000398067487104709,237401,0.000181128133411401,476053,0.000287783082976055
"1903","Suriname",2011,241314,0.000397821924960839,240209,0.000137380364599162,481522,0.000265823783752352
"1904","Suriname",2012,243976,0.000413975145096239,242990,0.000139923453640067,486965,0.000275173780456501
"1905","Suriname",2013,246616,0.00039737892107568,245745,0.000142424057457934,492360,0.000268096514745308
"1906","Suriname",2014,249233,0.000373144808271778,248470,0.000148911337384795,497702,0.00025919124295261
"1907","Sweden",1987,3893801,0.000276850306422953,4015201,0.000115809893452407,7909001,0.000194967733598719
"1908","Sweden",1988,3904601,0.000281462817839774,4026301,0.00012244489420935,7930901,0.000200607724141305
"1909","Sweden",1989,3922701,0.000286282334544489,4042101,0.000113307411170577,7964801,0.000198372815592003
"1910","Sweden",1990,3944201,0.000258861046888838,4061501,0.00011128890525941,8005701,0.000183868970374987
"1911","Sweden",1991,3961601,0.000261762857996048,4079501,0.000109817352661514,8041101,0.000184551841843549
"1912","Sweden",1992,3977101,0.000235598743909194,4096101,0.000102536534133314,8073201,0.000167963116488738
"1913","Sweden",1993,3996601,0.000239453475590883,4115901,0.000101557350383306,8112501,0.000169368237982344
"1914","Sweden",1994,4027501,0.000230912419388599,4146601,9.54999046206761e-05,8174101,0.000162097336453269
"1915","Sweden",1995,4056601,0.00023098155327576,4176401,9.88889716289217e-05,8233001,0.000163852767660298
"1916","Sweden",1996,4077501,0.000214101725542189,4196801,9.10217091541867e-05,8274301,0.000151553587426902
"1917","Sweden",1997,4096901,0.000209426588536067,4214401,8.18621673637606e-05,8311301,0.000144622364176198
"1918","Sweden",1998,4115301,0.000214565107145261,4231001,8.27227410251144e-05,8346301,0.000147610300658939
"1919","Sweden",1999,4131807,0.000208867451940519,4246208,8.45460231811536e-05,8378014,0.000145738596283081
"1920","Sweden",2000,4148856,0.000193547329673529,4260154,7.74619884633279e-05,8409009,0.0001346175274637
"1921","Sweden",2001,4166118,0.000200186360539956,4273201,8.54160616362301e-05,8439318,0.000141954598700985
"1922","Sweden",2002,4181865,0.000206367254801386,4283965,7.44637269445479e-05,8465829,0.000139501990885949
"1923","Sweden",2003,4196690,0.000185145912612082,4293851,7.84843256088765e-05,8490540,0.000131087068667011
"1924","Sweden",2004,4210418,0.000198317601720304,4303898,7.48158994474311e-05,8514315,0.000135771345081783
"1925","Sweden",2005,4224492,0.00019789361655792,4314134,8.92415488253262e-05,8538625,0.000142880147564743
"1926","Sweden",2006,4246335,0.000192636709067937,4329711,8.79966353412503e-05,8576045,0.000139691431190018
"1927","Sweden",2007,4277497,0.000187492825827815,4351664,7.49138720268844e-05,8629160,0.000130603674054021
"1928","Sweden",2008,4311031,0.000198560390774272,4377475,7.21877337963095e-05,8688505,0.000134775775579343
"1929","Sweden",2009,4347462,0.000204487123751743,4408462,8.05269502152905e-05,8755923,0.000141961047396145
"1930","Sweden",2010,4384254,0.0001913666498337,4438873,6.84858521521116e-05,8823126,0.000129432584324422
"1931","Sweden",2011,4418266,0.000178803177536165,4466380,7.25419691114504e-05,8884645,0.000125272309698362
"1932","Sweden",2012,4453203,0.000184137125570067,4495708,7.4737950062593e-05,8948910,0.000129065997981877
"1933","Sweden",2013,4494026,0.000192032711871271,4530057,8.14559287002349e-05,9024082,0.000136412767525827
"1934","Sweden",2014,4544461,0.000172957805117042,4570065,7.96487577310169e-05,9114525,0.000126062521085849
"1935","Sweden",2015,4544461,0.000187480979592519,4570065,7.26466691392792e-05,9114525,0.000129792830674116
"1936","Sweden",2016,4041437,0.000193742968157118,4084417,8.54467112442241e-05,8125853,0.000139185387675608
"1937","Switzerland",1995,3221401,0.000316321997789161,3396101,0.000118371037846048,6617501,0.000214582513852284
"1938","Switzerland",1996,3237901,0.00031223931800262,3414301,0.000123890658732197,6652201,0.000215417423496374
"1939","Switzerland",1997,3249101,0.000296697455696206,3426101,0.00011062137397584,6675201,0.000201042635270459
"1940","Switzerland",1998,3278087,0.000308106526763933,3447082,0.000105306459202305,6725168,0.000204009773436143
"1941","Switzerland",1999,3298670,0.000281931808880549,3465660,0.000106184680551468,6764329,0.000191741117263811
"1942","Switzerland",2000,3321994,0.000295605591099803,3487597,0.000114692150497893,6809590,0.000202802224509846
"1943","Switzerland",2001,3351463,0.000282264790033487,3514381,0.000112110781386537,6865843,0.000195023393340046
"1944","Switzerland",2002,3383841,0.000289907238549329,3558171,0.00013124720537602,6942011,0.00020844104107585
"1945","Switzerland",2003,3398114,0.000249844472551539,3571181,0.000118168191419029,6969294,0.000182227927247724
"1946","Switzerland",2004,3426589,0.000250394780348621,3596579,0.000119001973820122,7023167,0.000182965889889846
"1947","Switzerland",2005,3452813,0.000260657035292673,3619180,0.000110798578683569,7071992,0.000183823737357169
"1948","Switzerland",2006,3478021,0.000248417131466429,3640458,0.000122786748260796,7118478,0.000184028102636547
"1949","Switzerland",2007,3514303,0.000262071881678956,3669294,0.000120186608104992,7183596,0.000189459429511348
"1950","Switzerland",2008,3565248,0.000241778412048755,3709629,0.000122384206075594,7274876,0.000180759094725463
"1951","Switzerland",2009,3613479,0.000229142053959633,3751081,7.4378559140685e-05,7364559,0.000150178714027547
"1952","Switzerland",2010,3652468,0.000198495921114162,3786681,7.47356326027991e-05,7439148,0.000135364963837257
"1953","Switzerland",2011,3697183,0.000205020957848178,3820859,7.27585079690195e-05,7518041,0.000137668842189076
"1954","Switzerland",2012,3739057,0.000201387676090522,3856536,7.44191160149938e-05,7595592,0.000136789864437163
"1955","Switzerland",2013,3785433,0.000207902239981529,3895887,7.34107534433109e-05,7681319,0.000139559364739311
"1956","Switzerland",2014,3853198,0.000196460187096536,3956425,7.00127008599936e-05,7809622,0.000132272727156321
"1957","Switzerland",2015,3897508,0.000203719915392092,3994996,7.03379928290291e-05,7892503,0.000136078503866264
"1958","Thailand",1985,23018390,7.5722063967115e-05,23285055,5.32959874906888e-05,46303444,6.44228537298435e-05
"1959","Thailand",1986,23489939,7.55642660459868e-05,23841528,4.29922109019187e-05,47331466,5.91361357791031e-05
"1960","Thailand",1987,23966991,7.7439842156239e-05,24409421,4.83829583667716e-05,48376411,6.27578594038322e-05
"1961","Thailand",1990,25296625,9.6455554841802e-05,25932045,5.0709460052225e-05,51228669,7.32792803966857e-05
"1962","Thailand",1991,25659882,9.36481313515004e-05,26287813,4.40508307024247e-05,51947694,6.85304722092188e-05
"1963","Thailand",1992,25988070,9.08108990009647e-05,26582372,4.48417470043682e-05,52570441,6.75474645533219e-05
"1964","Thailand",1994,26313001,6.13004955231066e-05,26378001,2.63856233836673e-05,52691001,4.38025460932124e-05
"1965","Thailand",1995,26924315,0.000115174703608987,27441744,4.17611941864919e-05,54366058,7.81001999446051e-05
"1966","Thailand",1996,27254615,0.000121117102553091,27816090,4.11272756163789e-05,55070704,8.06962627534233e-05
"1967","Thailand",1997,27612940,0.000115779051415749,28246150,3.38099174577774e-05,55859089,7.43119888689914e-05
"1968","Thailand",1998,27984476,0.000137326137534253,28707309,3.90841231409046e-05,56691784,8.75611887606148e-05
"1969","Thailand",1999,28346434,0.000143545392693839,29161428,4.14588750592049e-05,57507861,9.1761368067576e-05
"1970","Thailand",2000,28682094,0.000140645240197595,29580043,3.88775634977948e-05,58262136,8.89600065469622e-05
"1971","Thailand",2002,28810240,0.000128877787897636,29453151,4.04370995823163e-05,58263390,8.4152329618994e-05
"1972","Thailand",2003,29539086,0.000115981923069658,30619867,3.46180471652604e-05,60158952,7.4552495528845e-05
"1973","Thailand",2004,29776862,0.000109279480154759,30909513,3.37760093470253e-05,60686374,7.0806669055561e-05
"1974","Thailand",2005,29998517,0.000101038327994681,31184150,2.91173560927587e-05,61182666,6.43646355652433e-05
"1975","Thailand",2006,30200538,9.44685157595537e-05,31435976,2.40806902257465e-05,61636513,5.85529554535313e-05
"1976","Thailand",2007,28995308,0.000101533668826694,29946315,2.71151892979153e-05,58941622,6.37071032758481e-05
"1977","Thailand",2008,29115927,9.98422615910529e-05,30100848,2.90025051785916e-05,59216774,6.3816377433867e-05
"1978","Thailand",2009,29225396,0.000100152620686474,30258324,2.84880286165222e-05,59483719,6.36812906738397e-05
"1979","Thailand",2010,29345049,9.93012483979836e-05,30424717,2.7904943207853e-05,59769765,6.29415223566631e-05
"1980","Thailand",2011,29572930,0.000100970718829686,30688904,2.89681247658763e-05,60261833,6.42861294975876e-05
"1981","Thailand",2012,29612896,0.00010319828226189,30769361,3.02573719356733e-05,60382256,6.60127703741311e-05
"1982","Thailand",2013,29786557,0.00010427522724429,30979932,2.76630691119658e-05,60766488,6.52004111213404e-05
"1983","Thailand",2014,29956172,0.000102649964755176,31183749,2.81877589509844e-05,61139920,6.46549750146876e-05
"1984","Thailand",2015,29993099,0.000112259156681342,31268179,2.68643722424641e-05,61261277,6.86567470671563e-05
"1985","Thailand",2016,25945317,0.000126265560756109,27496686,3.06582400511829e-05,53442002,7.70554965362263e-05
"1986","Trinidad and Tobago",1985,500001,4.99999000002e-05,508001,1.18110003720465e-05,1008001,2.97618752362349e-05
"1987","Trinidad and Tobago",1986,528301,0.000132500222411088,533301,6.75040924356039e-05,1061601,9.89072165531118e-05
"1988","Trinidad and Tobago",1987,536601,0.000173313132103742,541701,5.16890314029326e-05,1078301,0.000111286180760289
"1989","Trinidad and Tobago",1988,545301,0.000218228097876219,550301,8.54078040926693e-05,1095601,0.000150602272177554
"1990","Trinidad and Tobago",1989,529001,0.000251417294107195,541001,7.76338675898935e-05,1070001,0.00016261667045171
"1991","Trinidad and Tobago",1990,537001,0.000234636434569023,551501,8.34087336197033e-05,1088501,0.000157096778046139
"1992","Trinidad and Tobago",1991,544001,0.000218749597886769,558001,5.55554559938065e-05,1102001,0.000135208588739938
"1993","Trinidad and Tobago",1992,605701,0.000227835186007618,526901,5.12430228828565e-05,1132601,0.000144799448349419
"1994","Trinidad and Tobago",1993,612601,0.000243225198783548,535701,5.04012499509988e-05,1148301,0.000152399066098523
"1995","Trinidad and Tobago",1994,618601,0.000192369556466931,544301,5.69537810880377e-05,1162901,0.000128127845792548
"1996","Trinidad and Tobago",1995,571176,0.000255612980937574,577999,6.92042719797093e-05,1149174,0.00016098519458324
"1997","Trinidad and Tobago",1996,574627,0.000194909045345937,581560,6.19024692207167e-05,1156186,0.000127142172626204
"1998","Trinidad and Tobago",1997,577603,0.000225068083095136,584666,5.47321034573586e-05,1162268,0.00013852226853015
"1999","Trinidad and Tobago",1998,580329,0.000244688788600949,587597,5.27572468885988e-05,1167925,0.000147269730504955
"2000","Trinidad and Tobago",1999,582838,0.000188731688736836,590440,5.2503217939164e-05,1173277,0.00011932391072185
"2001","Trinidad and Tobago",2000,585136,0.000230715594323371,593229,5.56277592632862e-05,1178364,0.000141721912753614
"2002","Trinidad and Tobago",2001,587236,0.000241810788166938,596120,6.54230691807019e-05,1183355,0.000152109890945659
"2003","Trinidad and Tobago",2002,589511,0.000220521754471079,599291,4.67218763505542e-05,1188801,0.000132065837764268
"2004","Trinidad and Tobago",2003,591861,0.000185854448933111,602599,5.97412209446083e-05,1194459,0.000121393869525869
"2005","Trinidad and Tobago",2004,594239,0.000242326740587541,605879,4.29128588381509e-05,1200117,0.000140819603422
"2006","Trinidad and Tobago",2005,596517,0.000186080195535081,608956,4.43381787846741e-05,1205472,0.000113648429826657
"2007","Trinidad and Tobago",2006,598134,0.000193936475772987,611169,4.41776333550949e-05,1209302,0.000117423108536991
"2008","Trinidad and Tobago",2007,600234,0.000186593895047598,613756,3.42155514569308e-05,1213989,0.000108732451447254
"2009","Trinidad and Tobago",2008,602692,0.000272112455449882,616646,6.00020108782024e-05,1219337,0.00016402356362515
"2010","Trinidad and Tobago",2009,605342,0.000178411542566021,619757,3.54977838088154e-05,1225098,0.000105297698633089
"2011","Trinidad and Tobago",2010,608010,0.00021381227282446,622994,5.13648606567639e-05,1231003,0.00013078765851911
"2012","Trinidad and Tobago",2011,610745,0.000185019934669952,626443,4.46968040188812e-05,1237187,0.000113159934593558
"2013","Turkey",2009,33060069,2.42588725389533e-05,32902352,7.59824100112965e-06,65962420,1.59333147570996e-05
"2014","Turkey",2010,33585706,3.42109824935644e-05,33389427,1.12909993933109e-05,66975132,2.27696453065595e-05
"2015","Turkey",2011,34109444,2.4949102072728e-05,33924915,8.81358140469917e-06,68034358,1.68885256475853e-05
"2016","Turkey",2012,34561159,3.104641253495e-05,34415282,1.10125495993321e-05,68976440,2.1036168291666e-05
"2017","Turkey",2013,34996110,3.85185667778505e-05,34884244,1.33011338872644e-05,69880353,2.59157248389973e-05
"2018","Turkey",2014,35519256,3.40660288605144e-05,35412166,1.15497030031995e-05,70931421,2.28107653447405e-05
"2019","Turkey",2015,35994040,3.15607806181246e-05,35886426,1.10905443746335e-05,71880465,2.13270740527346e-05
"2020","Turkmenistan",1987,1399801,0.000125732157642408,1459301,6.71554394878096e-05,2859101,9.54845596570391e-05
"2021","Turkmenistan",1988,1433401,0.000130458957402709,1492901,5.69361263740864e-05,2926301,9.26083817078284e-05
"2022","Turkmenistan",1989,1469701,0.000117030606905758,1529301,5.42731613985736e-05,2999001,8.46948700583961e-05
"2023","Turkmenistan",1990,1510001,0.000143708514100322,1569801,5.28729437680317e-05,3079801,9.70841947255683e-05
"2024","Turkmenistan",1991,1552101,0.000120481850085787,1610401,5.46447748107459e-05,3162501,8.66402888093948e-05
"2025","Turkmenistan",1992,1598901,0.000120082481654586,1654001,4.89721590252968e-05,3252901,8.36176692742878e-05
"2026","Turkmenistan",1993,1673001,0.000104004719662451,1658101,4.10107707552194e-05,3331101,7.23484517581424e-05
"2027","Turkmenistan",1994,1723001,9.63435308511138e-05,1700101,4.11740243667876e-05,3423101,6.86512025207553e-05
"2028","Turkmenistan",1995,1882501,0.000102523185910658,1935701,2.73802617243056e-05,3818201,6.4166344307175e-05
"2029","Turkmenistan",1996,1931301,0.000119608491892253,1981701,2.7249317631671e-05,3913001,7.25785656584294e-05
"2030","Turkmenistan",1997,1979701,0.000132343217485873,2026701,3.60191266496637e-05,4006401,8.33665926101756e-05
"2031","Turkmenistan",1998,2026901,0.000159356574396085,2072301,4.05346520606804e-05,4099201,9.90436916852821e-05
"2032","Turkmenistan",1999,1941705,0.000176648873026541,2017051,5.00731017708526e-05,3958755,0.000111903868766822
"2033","Turkmenistan",2000,1975104,0.00015594115550371,2051376,3.75357808612366e-05,4026479,9.53686831596539e-05
