"","Country","Year","male_population","male_suicide_rate","female_population","female_suicide_rate","population","total_suicide_rate"
"720","Finland",2000,2375885,0.000367862922658294,2505937,0.000116922332843962,4881821,0.000238845299735488
"721","Finland",2001,2385828,0.000391478346301577,2513157,0.000108230405024437,4898984,0.000245969368342497
"722","Finland",2002,2395547,0.000344388985062702,2520069,0.000107933552613044,4915615,0.000222962945633456
"723","Finland",2003,2403955,0.000339440630128268,2525903,0.00010332938359074,4929857,0.000218261909016834
"724","Finland",2004,2412387,0.000337010604020002,2532380,9.99060172643916e-05,4944766,0.000215379251515643
"725","Finland",2005,2421778,0.000299366828834022,2540008,0.000106692577346213,4961785,0.000200532671206028
"726","Finland",2006,2431683,0.000330635202039082,2548059,0.000102038453583689,4979741,0.000213464917151314
"727","Finland",2007,2442235,0.000307914676515569,2556620,9.58296500848777e-05,4998854,0.000199245667106901
"728","Finland",2008,2454361,0.000326765296547655,2565737,9.0812113634406e-05,5020097,0.000205972115678243
"729","Finland",2009,2466862,0.000308894457817259,2575456,0.000106388926854118,5042317,0.000205262778996243
"730","Finland",2010,2478527,0.000290091655245232,2584969,9.16838847970711e-05,5063495,0.00018860490629496
"731","Finland",2011,2490921,0.000285436591525785,2595066,7.82253707612831e-05,5085986,0.000179512881081466
"732","Finland",2012,2504503,0.000261928214899323,2605949,8.40384827178122e-05,5110451,0.000171022087874436
"733","Finland",2013,2518406,0.000264850067860385,2617029,8.482901794363e-05,5135434,0.000172916252063604
"734","Finland",2014,2531923,0.000236974031200791,2628023,7.26782071541992e-05,5159945,0.0001531024070993
"735","Finland",2015,2544206,0.00021971491302198,2637593,6.59692378619446e-05,5181798,0.000141263708079705
"736","France",1985,24960501,0.000356523292541284,26422101,0.000136400962209629,51382601,0.000243311933547311
"737","France",1986,25079101,0.000353800560873374,26558501,0.000137733677062572,51637601,0.000242652636012273
"738","France",1987,25198401,0.000340815276334399,26702401,0.000133883091636591,51900801,0.000234331643552091
"739","France",1988,25318801,0.000325252368783182,26838801,0.000125415438640497,52157601,0.000222402867033704
"740","France",1989,25448801,0.000327873992963362,26969101,0.000125069055879912,52417901,0.000223511429807157
"741","France",1990,25689101,0.000318384049328935,27263801,0.000118325394173762,52952901,0.000215361194280933
"742","France",1991,25853401,0.000318023922655282,27429501,0.000119652194912332,53282901,0.000215885392576504
"743","France",1992,26022401,0.000324451229538735,27599901,0.000116051140908078,53622301,0.000217167107394366
"744","France",1993,26181201,0.000338487145795947,27764201,0.000122135695531091,53945401,0.000227118526748925
"745","France",1994,26326601,0.000337035532995695,27920501,0.000113536644632559,54247101,0.00022198421257571
"746","France",1995,26462401,0.000325216143463324,28066101,0.000114551002292766,54528501,0.000216767374551521
"747","France",1996,26590801,0.000307437147154762,28200801,0.000110138715563434,54791601,0.000205870969165511
"748","France",1997,26715001,0.000303200437836405,28330501,0.000107340141990429,55045501,0.000202378029041829
"749","France",1998,26830201,0.000289673565993784,28450501,9.71511890071813e-05,55280701,0.000190572836621591
"750","France",1999,26636299,0.000278867570903901,28407096,0.000100045425269799,55043394,0.00018656189696442
"751","France",2000,26748020,0.000298190295954616,28519606,0.00010080784425984,55267625,0.000196317464338299
"752","France",2001,26869780,0.000285115843896005,28641494,9.74111196853069e-05,55511273,0.000188250051480534
"753","France",2002,27074345,0.000285473203506862,28861174,0.000101035391006617,55935518,0.000190290541333684
"754","France",2003,27284978,0.000294630987058153,29075426,9.74706269136005e-05,56360403,0.000192901388586593
"755","France",2004,27508502,0.000285584434950329,29305422,0.000100663965869524,56813923,0.000190182255148971
"756","France",2005,27678002,0.000282896142575609,29482687,9.78540388805132e-05,57160688,0.000187436512310699
"757","France",2006,27886400,0.000272319123300247,29938049,9.45619402252966e-05,57824448,0.000180269771014502
"758","France",2007,28058857,0.000264444128996416,30108156,8.9975619895154e-05,58167012,0.000174119310099683
"759","France",2008,28214744,0.000270071562584442,30268225,9.03587838401492e-05,58482968,0.000177042998228134
"760","France",2009,28357649,0.000273859091774498,30413080,8.99284123804626e-05,58770728,0.000178660369835814
"761","France",2010,28501725,0.000268124122311895,30554560,8.96429207293445e-05,59056284,0.000175764529986343
"762","France",2011,28646333,0.000271971983290147,30698312,8.53141371421334e-05,59344644,0.000175399148068021
"763","France",2012,28795293,0.000254451309108055,30843166,7.83966211510193e-05,59638458,0.000163384506017912
"764","France",2013,28927106,0.000249800308402783,30982965,7.66873021997733e-05,59910070,0.000160256864997821
"765","France",2014,29113137,0.000228831403500076,31162819,7.12708307935813e-05,60275955,0.000147355608052996
"766","Georgia",1990,2346701,6.00843481977465e-05,2639701,2.15933547019151e-05,4986401,3.95074523689531e-05
"767","Georgia",1991,2360901,5.25223209274764e-05,2657651,1.95661507097809e-05,5018551,3.48706230144916e-05
"768","Georgia",1992,2346151,6.47869638399233e-05,2642551,2.04347995554296e-05,4988701,4.10928616487539e-05
"769","Georgia",1994,2123051,4.2862842202095e-05,2395851,1.41911997031535e-05,4518901,2.74403001968842e-05
"770","Georgia",1995,2071351,5.16571068833819e-05,2339501,1.41055720856713e-05,4410851,3.15131932590786e-05
"771","Georgia",1996,2023101,6.1786336915458e-05,2287251,1.70510363751071e-05,4310351,3.78159458475655e-05
"772","Georgia",1997,1989351,7.13800631462221e-05,2251251,1.59911089434275e-05,4240601,4.17393666605276e-05
"773","Georgia",1998,1973901,6.02867114409487e-05,2235351,1.38680681467922e-05,4209251,3.53982216788688e-05
"774","Georgia",1999,1963051,7.53928451171162e-05,2224701,1.93284400914999e-05,4187751,4.5370414812151e-05
"775","Georgia",2000,1951751,5.27731252603431e-05,2213851,1.30993458909385e-05,4165601,3.14480431515164e-05
"776","Georgia",2001,1939851,3.81472597637654e-05,2201101,1.27209064917966e-05,4140951,2.43905325129421e-05
"777","Georgia",2004,1914201,7.73168543951236e-05,2175651,1.33293437228673e-05,4089851,4.30333525597876e-05
"778","Georgia",2005,1939601,3.60898968396077e-05,2192401,8.66629781686836e-06,4132001,2.129718748858e-05
"779","Georgia",2006,1959751,3.06161343966657e-05,2206751,6.34416841773268e-06,4166501,1.75206966228977e-05
"780","Georgia",2007,1955751,4.34615654037758e-05,2199151,9.54913964525401e-06,4154901,2.52713602562372e-05
"781","Georgia",2009,1960451,7.65130064459658e-05,2198301,1.81958703562433e-05,4158751,4.54463371334326e-05
"782","Georgia",2010,1981801,4.89453784714005e-05,2212001,7.68534914767218e-06,4193801,2.69445307490746e-05
"783","Georgia",2011,1987401,4.27694259990812e-05,2215201,7.22282086365978e-06,4202601,2.37947880372179e-05
"784","Georgia",2012,1988701,4.62613535166926e-05,2212201,6.32853886242706e-06,4200901,2.49946380550268e-05
"785","Georgia",2013,1986301,6.79655298970297e-05,2206301,1.08779355128788e-05,4192601,3.76854367968714e-05
"786","Georgia",2014,1644201,9.67035052283754e-05,1826401,2.02584207958712e-05,3470601,5.6186234026902e-05
"787","Georgia",2015,1641801,8.83176462920902e-05,1816601,2.69734520679004e-05,3458401,5.58061369979942e-05
"788","Germany",1990,36014901,0.000264751526041957,38943901,0.00011275193001338,74958801,0.000185768713136167
"789","Germany",1991,36354101,0.000265637156039149,39141801,0.000111262126134666,75495901,0.000185586234675178
"790","Germany",1992,36770101,0.000253657176519586,39361601,0.000105000810307487,76131701,0.000176785751838121
"791","Germany",1993,37183501,0.000240993982788226,39609901,9.41936209333116e-05,76793401,0.000165261595849883
"792","Germany",1994,37391001,0.000244203143959692,39772401,9.02384545504306e-05,77163401,0.000164832029630213
"793","Germany",1995,37619901,0.000245162792958971,39927601,9.18412303308681e-05,77547501,0.000166207805974302
"794","Germany",1996,37827801,0.000230756210227499,40054701,8.73305732578056e-05,77882501,0.000156980064109652
"795","Germany",1997,37944301,0.000232867644603599,40123601,8.52864626981013e-05,78067901,0.000157004349329182
"796","Germany",1998,37960101,0.000226079482770607,40111001,7.66373294947189e-05,78071101,0.000149286994172146
"797","Germany",1999,38021801,0.000212588562019984,40119401,7.6745911535419e-05,78141201,0.000142831180698131
"798","Germany",2000,38090659,0.000213621927622728,40151409,7.31730236415863e-05,78242067,0.000141535115630317
"799","Germany",2001,38202869,0.000214565036987144,40218647,7.38960711433182e-05,78421515,0.000142409898610094
"800","Germany",2002,38334244,0.000211768882151426,40299529,7.59314085283726e-05,78633772,0.000142139944653806
"801","Germany",2003,38417628,0.000213001177480296,40338835,7.37254806689385e-05,78756462,0.000141651868515881
"802","Germany",2004,38458522,0.000206638206221238,40353294,6.92880239219133e-05,78811815,0.000136299360698647
"803","Germany",2005,38496296,0.000195655187189957,40354960,6.78974777821611e-05,78851255,0.000130257914094075
"804","Germany",2006,38503416,0.000187827490423187,40325580,6.31113055286496e-05,78828995,0.00012401528143293
"805","Germany",2007,38498955,0.000182160788520104,40277632,5.95367672061754e-05,78776586,0.000119451736585792
"806","Germany",2008,38464474,0.000183182018815596,40198317,6.00771420355733e-05,78662790,0.000120260163668235
"807","Germany",2009,38375222,0.000187803473814432,40073382,5.92413188385248e-05,78448603,0.000122118172072484
"808","Germany",2010,38351347,0.000194830184191444,39997722,6.40036450075832e-05,78349068,0.000128029602087928
"809","Germany",2011,38405289,0.000199243390669447,39965853,6.26284643543077e-05,78371141,0.000129562998195981
"810","Germany",2012,38526152,0.000189222115927903,39981965,6.52294103103737e-05,78508116,0.000126063399610812
"811","Germany",2013,37737466,0.00019760203295049,39533524,6.66775873559868e-05,77270989,0.00013060529094561
"812","Germany",2014,37936452,0.000201125819567945,39615919,6.53525164972192e-05,77552370,0.000131756128149275
"813","Germany",2015,38352700,0.000193050293721172,39783985,6.75146041805515e-05,78136684,0.000129119889449109
"814","Greece",1985,4546301,6.11486129053048e-05,4729101,2.72779118060705e-05,9275401,4.37716924583638e-05
"815","Greece",1986,4576301,6.40255088115926e-05,4757701,2.14389260695449e-05,9334001,4.22112661012143e-05
"816","Greece",1987,4606301,6.44768980576823e-05,4781101,2.4053037156086e-05,9387401,4.37820862238654e-05
"817","Greece",1988,4637001,6.23247655111569e-05,4813001,2.41013870556021e-05,9450001,4.27513182273737e-05
"818","Greece",1989,4676501,5.96599893809496e-05,4851001,2.18511602038425e-05,9527501,4.03043778216344e-05
"819","Greece",1990,4724201,5.75758736768397e-05,4892801,1.61461706699291e-05,9617001,3.63938820428531e-05
"820","Greece",1991,4778214,6.23663988260049e-05,4942932,1.71962713628268e-05,9721145,3.92957825441345e-05
"821","Greece",1992,4842520,5.78211344506579e-05,4991637,1.46244608732566e-05,9834156,3.57936156392069e-05
"822","Greece",1993,4896862,6.31016352921524e-05,5033545,2.08600499250528e-05,9930406,4.15894375315571e-05
"823","Greece",1994,4945781,5.7018294987182e-05,5073153,1.47837055180477e-05,10018933,3.55327258900723e-05
"824","Greece",1995,4990439,6.15176340197726e-05,5111195,1.27171825766773e-05,10101633,3.67267351724221e-05
"825","Greece",1996,5030931,5.86372581933642e-05,5147550,1.223883206574e-05,10178480,3.50739992611863e-05
"826","Greece",1997,5066993,6.3153827131792e-05,5181815,1.08070241797517e-05,10248807,3.65896245289818e-05
"827","Greece",1998,5097901,6.19862959284615e-05,5212731,1.70735838852993e-05,10310631,3.91828589346278e-05
"828","Greece",1999,5123165,5.79719763076145e-05,5239200,1.64147198045503e-05,10362364,3.68641750087142e-05
"829","Greece",2000,5142503,5.81428926730816e-05,5260558,1.615798171981e-05,10403060,3.6816090650251e-05
"830","Greece",2001,5160158,5.56184519931366e-05,5281373,9.27789042735667e-06,10441530,3.20834207247405e-05
"831","Greece",2002,5179325,4.98134409406631e-05,5302722,1.26350202782646e-05,10482046,3.09099960065048e-05
"832","Greece",2003,5195121,5.90939075336263e-05,5320546,1.31565444599107e-05,10515666,3.57561755955353e-05
"833","Greece",2004,5210461,5.48895769491414e-05,5336831,1.29290209864243e-05,10547291,3.35631206155211e-05
"834","Greece",2005,5228442,6.15862239649976e-05,5354376,1.49410500868822e-05,10582817,3.78916124128387e-05
"835","Greece",2006,5246887,6.23226686604838e-05,5372006,1.28443639117306e-05,10618892,3.71978545407562e-05
"836","Greece",2007,5264750,5.10945439004701e-05,5388843,1.13196840212268e-05,10653592,3.08816031250305e-05
"837","Greece",2008,5281020,5.85114239294682e-05,5405705,1.22093232982562e-05,10686724,3.49966930932248e-05
"838","Greece",2009,5296323,6.30626191038575e-05,5423297,1.08789911376788e-05,10719619,3.65684638605159e-05
"839","Greece",2010,5303543,6.35424281466182e-05,5431843,7.73218224458991e-06,10735385,3.52106608193372e-05
"840","Greece",2011,5300433,7.43335497307484e-05,5428293,1.56586978632141e-05,10728725,4.45532903490396e-05
"841","Greece",2012,5148441,8.1189626141195e-05,5391363,1.70643304856304e-05,10539803,4.82931227462221e-05
"842","Greece",2013,5066114,8.40881196119945e-05,5365177,2.0316198328592e-05,10431290,5.11921344339962e-05
"843","Greece",2014,5027950,8.96985849103511e-05,5352599,2.16717149930342e-05,10380548,5.45250597559975e-05
"844","Greece",2015,4994422,8.4694485167653e-05,5336866,2.0236595784867e-05,10331287,5.13004817308821e-05
"845","Grenada",1985,41299,4.84273226954648e-05,44078,2.26870547665502e-05,85376,2.34257871064468e-05
"846","Grenada",1988,43001,9.30210925327318e-05,44301,4.51457077718336e-05,87301,5.72731125645754e-05
"847","Grenada",1989,40014,0.000124956265307143,41793,2.39274519656402e-05,81806,6.112021123145e-05
"848","Grenada",1990,41801,7.17686179756465e-05,40201,2.48750031093754e-05,82001,3.65849196961013e-05
"849","Grenada",1991,40401,2.4751862577659e-05,42001,2.38089569295969e-05,82401,1.21357750512737e-05
"850","Grenada",1992,41098,2.433208428634e-05,42432,2.35671191553545e-05,83529,1.19718900022747e-05
"851","Grenada",1993,41992,9.52562392836731e-05,43314,2.30872235304982e-05,85305,4.68905691342829e-05
"852","Grenada",1994,42859,0.000116661611330176,44179,2.26351886642975e-05,87037,5.74468329560991e-05
"853","Grenada",1995,43553,2.29605308474732e-05,44882,4.45612940599795e-05,88434,2.26157360291291e-05
"854","Grenada",1996,44217,4.52314720582581e-05,45557,2.1950523519986e-05,89773,2.22784133314025e-05
"855","Grenada",2001,45068,2.21886926422295e-05,46349,2.15754385207879e-05,91416,1.09390041130655e-05
"856","Grenada",2002,45356,2.2047799629597e-05,46554,2.1480431327061e-05,91909,1.08803272802446e-05
"857","Grenada",2003,45746,0.000109299173698247,46823,2.13570253935032e-05,92568,5.40143462103535e-05
"858","Grenada",2004,46129,4.33566736759956e-05,47075,2.12426978226235e-05,93203,2.14585367423795e-05
"859","Grenada",2005,46433,0.000129218443779209,47254,4.23244593050324e-05,93686,7.4717673932071e-05
"860","Grenada",2006,46710,4.28173838578463e-05,47418,2.10890379180902e-05,94127,2.12478884910812e-05
"861","Grenada",2007,46911,6.39508857197672e-05,47509,4.20972868298638e-05,94419,4.23643546320126e-05
"862","Grenada",2008,47042,2.12575995918541e-05,47545,2.10327058576086e-05,94586,1.05723891484998e-05
"863","Grenada",2009,47168,2.12008141112619e-05,47580,2.10172341319882e-05,94747,1.05544238867721e-05
"864","Grenada",2010,47330,2.1128248468202e-05,47652,2.098547804919e-05,94981,1.05284214737684e-05
"865","Grenada",2011,47436,4.21620710009276e-05,47668,2.09784341696736e-05,95103,2.10298308150111e-05
"866","Grenada",2012,47642,6.29696486293606e-05,47786,2.09266312309044e-05,95427,3.14376434342482e-05
"867","Grenada",2013,47913,2.08711623150293e-05,47965,2.08485353903888e-05,95877,1.04300301427871e-05
"868","Grenada",2014,48213,2.07412938419099e-05,48182,2.07546386617409e-05,96394,1.03740896736311e-05
"869","Grenada",2015,48496,2.06202573408116e-05,48398,2.06620108268937e-05,96893,1.03206629993911e-05
"870","Guatemala",1986,3441220,4.88198952697009e-05,3482970,1.06231176266233e-05,6924189,2.94619340979861e-05
"871","Guatemala",1987,3528166,5.24351745354385e-05,3580576,1.61985110775473e-05,7108741,3.40425962909607e-05
